canonical_model_id,display_name,family,role,status,parent_model,formal_backtest_start,formal_backtest_end,validation_window,validation_independent,daily_nav_or_returns_available,alpha_beta_ir_computable,primary_benchmark,economic_exposure_benchmark,evidence_paths,supersedes_or_alias_of
v5g_01_state_gated_internal_subsleeve_quant_spec,v5g_01_state_gated_internal_subsleeve_quant_spec,momentum_overlay,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5g_01_state_gated_internal_subsleeve_quant_spec\current\v5g_01_state_gated_quant_spec_summary.json,
v5g_02_quality_guarded_momentum_factor_validation,v5g_02_quality_guarded_momentum_factor_validation,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5g_02_quality_guarded_momentum_factor_validation\current\v5g_02_quality_factor_validation_summary.json,
v5g_03_erc_state_budget_conflict_review,v5g_03_erc_state_budget_conflict_review,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5g_03_erc_state_budget_conflict_review\current\v5g_03_erc_conflict_review_summary.json,
v5g_04_cash_proxy_policy_data_gate,v5g_04_cash_proxy_policy_data_gate,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5g_04_cash_proxy_policy_data_gate\current\v5g_04_cash_proxy_policy_data_gate_summary.json,
v5g_04_exit_policy_spec,v5g_04_exit_policy_spec,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5g_04_exit_policy_spec\current\v5g_04_exit_policy_summary.json,
v5g_05_short_window_reversion_independent_validation_gate,v5g_05_short_window_reversion_independent_validation_gate,mean_reversion,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5g_05_short_window_reversion_independent_validation_gate\current\v5g_05_short_window_validation_gate_summary.json,
v5g_cross_line_model_research_startup,v5g_cross_line_model_research_startup,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5g_cross_line_model_research_startup\current\v5g_cross_line_model_research_summary.json,
v5g_next_queue_execution,v5g_next_queue_execution,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5g_next_queue_execution\current\v5g_next_queue_execution_summary.json,
v5g_vs_midterm_model_comparison,v5g_vs_midterm_model_comparison,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5g_vs_midterm_model_comparison\current\v5g_vs_midterm_summary.json,
v5h_1min_research_line_governance,v5h_1min_research_line_governance,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5h_1min_research_line_governance\current\v5h_1min_research_line_summary.json,
v5h_1min_volume_amount_timing_test,v5h_1min_volume_amount_timing_test,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5h_1min_volume_amount_timing_test\current\v5h_1min_volume_amount_summary.json,
v5h_buy_execution_backtest,v5h_buy_execution_backtest,execution_or_platform,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5h_buy_execution_backtest\current\v5h_buy_execution_backtest_summary.json,
v5h_buy_execution_queue_123,v5h_buy_execution_queue_123,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5h_buy_execution_queue_123\current\v5h_buy_execution_queue_123_summary.json,
v5h_buy_execution_spec_v1,v5h_buy_execution_spec_v1,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5h_buy_execution_spec_v1\current\v5h_buy_execution_spec_v1_summary.json,
v5h_buy_execution_spec_v1_forward_observation,v5h_buy_execution_spec_v1_forward_observation,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5h_buy_execution_spec_v1_forward_observation\current\v5h_buy_execution_v1_forward_observation_summary.json,
v5h_buy_execution_spec_v1_jq_broker_paper_mapping,v5h_buy_execution_spec_v1_jq_broker_paper_mapping,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5h_buy_execution_spec_v1_jq_broker_paper_mapping\current\v5h_buy_execution_v1_jq_broker_mapping_summary.json,
v5h_buy_execution_timing_overlay,v5h_buy_execution_timing_overlay,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5h_buy_execution_timing_overlay\current\v5h_buy_execution_timing_overlay_summary.json,
v5h_combined_buy_execution_overlay_v1_observation,v5h_combined_buy_execution_overlay_v1_observation,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5h_combined_buy_execution_overlay_v1_observation\current\v5h_combined_buy_execution_observation_summary.json,
v5h_market_cap_pit_segmentation_gate,v5h_market_cap_pit_segmentation_gate,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5h_market_cap_pit_segmentation_gate\current\v5h_market_cap_pit_segmentation_summary.json,
v5h_market_cap_pit_source_repair,v5h_market_cap_pit_source_repair,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5h_market_cap_pit_source_repair\current\v5h_market_cap_pit_source_repair_summary.json,
v5h_pre2021_total_market_cap_source_repair,v5h_pre2021_total_market_cap_source_repair,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5h_pre2021_total_market_cap_source_repair\current\v5h_pre2021_total_market_cap_source_repair_summary.json,
v5h_quiet_or_active_independent_validation,v5h_quiet_or_active_independent_validation,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5h_quiet_or_active_independent_validation\current\v5h_quiet_or_active_independent_summary.json,
v5h_segmented_1min_execution_diagnostic,v5h_segmented_1min_execution_diagnostic,execution_or_platform,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5h_segmented_1min_execution_diagnostic\current\v5h_segmented_execution_summary.json,
v5h_size_liquidity_interaction_independent_validation,v5h_size_liquidity_interaction_independent_validation,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5h_size_liquidity_interaction_independent_validation\current\v5h_size_liquidity_interaction_summary.json,
v5i_sell_execution_closeout,v5i_sell_execution_closeout,execution_or_platform,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5i_sell_execution_closeout\current\v5i_sell_execution_closeout_summary.json,
v5i_sell_execution_evaluation,v5i_sell_execution_evaluation,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5i_sell_execution_evaluation\current\v5i_sell_execution_evaluation_summary.json,
v5i_sell_execution_provenance,v5i_sell_execution_provenance,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5i_sell_execution_provenance\current\v5i_sell_intent_provenance_summary.json,
v5i_technical_exploration_hour_packet,v5i_technical_exploration_hour_packet,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5i_technical_exploration_hour_packet\current\v5i_technical_exploration_summary.json,
v5i_technical_sell_execution_quant_spec,v5i_technical_sell_execution_quant_spec,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5i_technical_sell_execution_quant_spec\current\v5i_technical_sell_execution_summary.json,
v5j_1min_technical_pattern_diagnostic,v5j_1min_technical_pattern_diagnostic,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_1min_technical_pattern_diagnostic\current\v5j_1min_technical_pattern_summary.json,
v5j_5day_1min_family_execution_validation,v5j_5day_1min_family_execution_validation,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_5day_1min_family_execution_validation\current\v5j_5day_1min_family_summary.json,
v5j_5day_1min_sell_formal_backtest,v5j_5day_1min_sell_formal_backtest,execution_or_platform,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5j_5day_1min_sell_formal_backtest\current\v5j_5day_formal_sell_summary.json,
v5j_bank_2011_2012_regulatory_pdf_repair,v5j_bank_2011_2012_regulatory_pdf_repair,sector_strategy_or_research,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_bank_2011_2012_regulatory_pdf_repair\current\v5j_bank_2011_2012_summary.json,
v5j_cross_period_technical_validation_gate,v5j_cross_period_technical_validation_gate,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_cross_period_technical_validation_gate\current\v5j_cross_period_data_gate_summary.json,
v5j_family_sell_execution_formal_backtest,v5j_family_sell_execution_formal_backtest,execution_or_platform,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5j_family_sell_execution_formal_backtest\current\v5j_formal_family_sell_execution_summary.json,
v5j_family_specific_sell_timing_diagnostic,v5j_family_specific_sell_timing_diagnostic,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_family_specific_sell_timing_diagnostic\current\v5j_family_sell_timing_summary.json,
v5j_frozen_buy_timing_full_pit_validation,v5j_frozen_buy_timing_full_pit_validation,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_frozen_buy_timing_full_pit_validation\current\v5j_frozen_buy_timing_full_pit_summary.json,
v5j_frozen_sell_timing_full_pit_validation,v5j_frozen_sell_timing_full_pit_validation,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_frozen_sell_timing_full_pit_validation\current\v5j_frozen_sell_timing_full_pit_summary.json,
v5j_frozen_v5f_exact_target_validation,v5j_frozen_v5f_exact_target_validation,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_frozen_v5f_exact_target_validation\current\v5j_frozen_v5f_exact_target_validation_summary.json,
v5j_infra_cashflow_parser_failure_diagnostic,v5j_infra_cashflow_parser_failure_diagnostic,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_infra_cashflow_parser_failure_diagnostic\current\v5j_infra_cashflow_parser_failure_summary.json,
v5j_local_adjust_factor_corporate_action,v5j_local_adjust_factor_corporate_action,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_local_adjust_factor_corporate_action\current\v5j_local_adjust_factor_corporate_action_summary.json,
v5j_material_action_original_notice_extract,v5j_material_action_original_notice_extract,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_material_action_original_notice_extract\current\v5j_material_action_original_notice_extract_summary.json,
v5j_material_action_unclassified_notice_fallback,v5j_material_action_unclassified_notice_fallback,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_material_action_unclassified_notice_fallback\current\v5j_unclassified_fallback_summary.json,
v5j_material_corporate_action_notice_repair,v5j_material_corporate_action_notice_repair,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_material_corporate_action_notice_repair\current\v5j_material_action_notice_repair_summary.json,
v5j_missing_1min_source_repair,v5j_missing_1min_source_repair,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_missing_1min_source_repair\current\v5j_missing_1min_source_repair_summary.json,
v5j_momentum_cash_neutral_engineering,v5j_momentum_cash_neutral_engineering,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_momentum_cash_neutral_engineering\current\v5j_momentum_cash_neutral_summary.json,
v5j_momentum_daily_price_volume_sell,v5j_momentum_daily_price_volume_sell,momentum_overlay,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5j_momentum_daily_price_volume_sell\current\v5j_daily_pv_momentum_summary.json,
v5j_momentum_overlay_cash_neutral_execution_spec,v5j_momentum_overlay_cash_neutral_execution_spec,momentum_overlay,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_momentum_overlay_cash_neutral_execution_spec\current\v5j_momentum_cash_neutral_execution_summary.json,
v5j_momentum_overlay_partial_buy_skip,v5j_momentum_overlay_partial_buy_skip,momentum_overlay,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_momentum_overlay_partial_buy_skip\current\v5j_partial_buy_skip_summary.json,
v5j_overlay_only_sell_formal_backtest,v5j_overlay_only_sell_formal_backtest,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5j_overlay_only_sell_formal_backtest\current\v5j_overlay_only_formal_summary.json,
v5j_overlay_only_sell_validation,v5j_overlay_only_sell_validation,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_overlay_only_sell_validation\current\v5j_overlay_only_pre2021_summary.json,
v5j_pit_availability_boundary_closeout,v5j_pit_availability_boundary_closeout,governance_or_research_artifact,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_pit_availability_boundary_closeout\current\v5j_pit_availability_boundary_closeout_summary.json,
v5j_pit_disclosure_trust_audit,v5j_pit_disclosure_trust_audit,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_pit_disclosure_trust_audit\current\v5j_pit_disclosure_trust_audit_summary.json,
v5j_pit_dividend_corporate_action_ledger,v5j_pit_dividend_corporate_action_ledger,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_pit_dividend_corporate_action_ledger\current\v5j_pit_dividend_corporate_action_summary.json,
v5j_pit_pool_1min_pairing,v5j_pit_pool_1min_pairing,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_pit_pool_1min_pairing\current\v5j_pit_pool_1min_summary.json,
v5j_pre2019_pit_rebuild_data_gate,v5j_pre2019_pit_rebuild_data_gate,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_pre2019_pit_rebuild_data_gate\current\v5j_pre2019_pit_rebuild_summary.json,
v5j_pre2021_infra_original_cashflow_panel,v5j_pre2021_infra_original_cashflow_panel,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_pre2021_infra_original_cashflow_panel\current\v5j_infra_cashflow_summary.json,
v5j_pre2021_pit_repair_continuation_queue,v5j_pre2021_pit_repair_continuation_queue,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_pre2021_pit_repair_continuation_queue\current\v5j_pre2021_pit_repair_continuation_summary.json,
v5j_pre2021_target_reconstruction_readiness,v5j_pre2021_target_reconstruction_readiness,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_pre2021_target_reconstruction_readiness\current\v5j_target_reconstruction_summary.json,
v5j_repaired_multisleeve_pit_pool,v5j_repaired_multisleeve_pit_pool,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_repaired_multisleeve_pit_pool\current\v5j_repaired_pool_summary.json,
v5j_statement_visible_date_factor_panel,v5j_statement_visible_date_factor_panel,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_statement_visible_date_factor_panel\current\v5j_statement_visible_date_factor_panel_summary.json,
v5j_technical_existing_model_validation,v5j_technical_existing_model_validation,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_technical_existing_model_validation\current\v5j_technical_existing_model_validation_summary.json,
v5j_v4_bank_indicator_pit_reuse_gate,v5j_v4_bank_indicator_pit_reuse_gate,sector_strategy_or_research,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_v4_bank_indicator_pit_reuse_gate\current\v5j_v4_bank_indicator_pit_reuse_summary.json,
v5j_v5e_profit_lock_sell_timing_proxy,v5j_v5e_profit_lock_sell_timing_proxy,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5j_v5e_profit_lock_sell_timing_proxy\current\v5j_v5e_profit_lock_proxy_summary.json,
v5k_active_model_registry,v5k_active_model_registry,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5k_active_model_registry\current\v5_active_model_registry_summary.json,
v5k_experiment_catalog,v5k_experiment_catalog,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5k_experiment_catalog\current\v5_experiment_catalog_summary.json,
v5k_historical_platform_contract_archive,v5k_historical_platform_contract_archive,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5k_historical_platform_contract_archive\current\v5k_platform_contract_archive_summary.json,
v5k_reproducibility_provenance,v5k_reproducibility_provenance,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5k_reproducibility_provenance\current\v5k_reproducibility_provenance_summary.json,
v5k_strategy_development_workflow_audit,v5k_strategy_development_workflow_audit,governance_or_research_artifact,current_artifact,diagnostic_only_no_nav_claim,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5k_strategy_development_workflow_audit\current\v5k_workflow_audit_summary.json,
v5k_workflow_activation_repair,v5k_workflow_activation_repair,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5k_workflow_activation_repair\current\v5k_workflow_activation_summary.json,
v5k_workflow_repair_closeout,v5k_workflow_repair_closeout,governance_or_research_artifact,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5k_workflow_repair_closeout\current\v5k_workflow_repair_closeout_summary.json,
v5l_candidate_hardening_closeout,v5l_candidate_hardening_closeout,governance_or_research_artifact,current_artifact,archived_or_superseded,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5l_candidate_hardening_closeout\current\v5l_candidate_hardening_summary.json,
v5l_cash_constrained_nav_validation,v5l_cash_constrained_nav_validation,governance_or_research_artifact,current_artifact,report_complete_validation_not_independent,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,2021-05-01_to_2026-05-31,False,False,False,not_available,not_available,v5l_cash_constrained_nav_validation\current\v5l_cash_constrained_nav_summary.json,
v5l_primary_candidate_risk_observation,v5l_primary_candidate_risk_observation,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5l_primary_candidate_risk_observation\current\v5l_primary_risk_summary.json,
v5l_qmt_execution_evidence_and_forward_readiness,v5l_qmt_execution_evidence_and_forward_readiness,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5l_qmt_execution_evidence_and_forward_readiness\current\v5l_qmt_execution_attribution_summary.json,
v5m_forward_paper_cycle_readiness,v5m_forward_paper_cycle_readiness,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5m_forward_paper_cycle_readiness\current\v5m_forward_readiness_summary.json,
v5m_p0_closure,v5m_p0_closure,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5m_p0_closure\current\v5m_p0_closure_summary.json,
v5m_qmt_historical_contract_recovery,v5m_qmt_historical_contract_recovery,execution_or_platform,current_artifact,execution_only_no_strategy_nav,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5m_qmt_historical_contract_recovery\current\v5m_qmt_contract_recovery_summary.json,
v5m_strict_cash_state_nav_repair,v5m_strict_cash_state_nav_repair,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5m_strict_cash_state_nav_repair\current\v5m_strict_cash_state_nav_summary.json,
v5m_workflow_test_isolation_repair,v5m_workflow_test_isolation_repair,governance_or_research_artifact,current_artifact,performance_data_unavailable,v57f_startup_preload_repaired_baseline,2021-05-01,2026-05-31,not_available,False,False,False,not_available,not_available,v5m_workflow_test_isolation_repair\current\v5m_workflow_test_isolation_summary.json,
